LocationDesc,AgeGroup,Arthritis among older adults,"Disability status, including sensory or mobility limitations",Fair or poor health among older adults with arthritis,Fall with injury within last year,Oral health:  tooth retention,Physically unhealthy days (mean number of days),Prevalence of sufficient sleep,Recent activity limitations in past month,Self-rated health (fair to poor health),Self-rated health (good to excellent health),Severe joint pain among older adults with arthritis,Taking medication for high blood pressure
Texas,0.0,30.679166666666664,32.87333333333333,42.583333333333336,10.76875,81.08333333333333,4.975,64.22777777777777,6.430555555555555,26.74722222222222,74.14615384615384,41.644444444444446,82.1888888888889
Texas,1.0,49.68333333333334,46.39354838709678,38.479166666666664,12.1,66.08888888888889,5.511111111111111,73.33333333333333,6.521875,30.547222222222224,69.56052631578947,34.955555555555556,93.52777777777777
Texas,2.0,38.628571428571426,39.9,40.458333333333336,11.027777777777779,76.85652173913044,5.243589743589744,67.20434782608696,6.383333333333334,29.1974358974359,72.74468085106383,38.11666666666667,87.75263157894737
"United States, DC & Territories",0.0,33.184375,33.3675,39.56875,10.495833333333334,78.75416666666666,5.377083333333334,61.45416666666667,6.866666666666667,25.629166666666666,74.37083333333334,39.19583333333333,82.56666666666666
"United States, DC & Territories",1.0,49.08125,45.402499999999996,36.903125,10.395833333333334,62.90833333333333,5.527083333333334,69.29583333333333,6.385416666666667,29.3,70.7,31.375,92.76666666666667
"United States, DC & Territories",2.0,39.703125,38.3925,38.225,10.445833333333333,72.27083333333333,5.4312499999999995,64.75,6.679166666666667,27.089583333333334,72.91041666666666,35.291666666666664,87.49166666666667
Utah,0.0,32.595,28.212000000000003,31.694736842105264,10.221428571428572,85.66000000000001,4.36,66.92,5.348275862068966,19.740000000000002,80.26,27.146666666666665,73.88000000000001
Utah,1.0,49.345,42.048,25.6,10.700000000000001,73.48,4.946428571428571,74.26666666666667,5.591666666666666,22.446666666666665,77.55333333333333,18.775,88.75833333333333
Utah,2.0,40.76086956521739,36.693103448275856,30.23,10.478571428571428,80.36111111111111,4.68125,69.74444444444445,5.39,22.772727272727273,77.9,24.040000000000003,80.96666666666667
Vermont,0.0,35.393750000000004,24.64,28.5125,11.791666666666666,82.41666666666667,4.604166666666667,68.575,5.920833333333333,15.704166666666666,84.29583333333333,26.708333333333332,79.875
Vermont,1.0,49.325,37.105000000000004,25.725,10.333333333333334,65.14999999999999,4.666666666666667,76.55,5.808333333333334,18.7,81.3,19.591666666666665,90.85000000000001
Vermont,2.0,41.81875,32.061904761904756,27.0,11.1,70.0,5.056,69.48461538461538,5.870833333333334,20.096153846153847,79.90384615384616,22.96666666666667,85.94166666666666
Virgin Islands,0.0,41.27421652421652,29.82,34.95019354838709,9.8,79.64999999999999,3.96,60.25,4.225,20.240000000000002,82.26666666666667,31.380833333333335,87.92571428571429
Virgin Islands,1.0,41.27421652421652,31.075,34.95019354838709,6.166666666666667,52.760000000000005,4.9,64.58,2.8666666666666667,30.875,72.02000000000001,31.380833333333335,87.92571428571429
Virgin Islands,2.0,41.27421652421652,28.150000000000002,34.95019354838709,7.7,69.83333333333333,4.1499999999999995,62.03333333333333,3.7399999999999998,25.119999999999997,77.43333333333334,31.380833333333335,87.92571428571429
Virginia,0.0,35.1,27.823333333333334,33.58,9.246666666666666,81.93333333333334,4.388235294117647,62.29473684210526,6.056666666666667,21.00277777777778,79.46216216216216,33.57333333333334,84.39333333333335
Virginia,1.0,51.25714285714286,40.38076923076923,32.17,8.753333333333334,64.08125,4.993548387096775,71.21875,6.113333333333333,25.378125,74.621875,27.346666666666668,93.98
Virginia,2.0,41.4076923076923,34.3875,32.72,9.033333333333333,74.9047619047619,4.72972972972973,66.30952380952381,6.0588235294117645,23.48378378378378,77.5142857142857,30.293333333333333,89.18235294117646
Washington,0.0,33.08064516129032,29.205714285714283,33.421052631578945,12.23125,83.58695652173913,5.0200000000000005,64.21818181818182,6.071875,23.68536585365854,77.55434782608695,29.342857142857145,75.68125
Washington,1.0,47.7,37.42333333333333,26.04375,11.084615384615384,73.33157894736841,5.078125,72.67894736842106,5.933333333333334,23.406060606060606,77.56842105263158,18.091666666666665,88.81333333333333
Washington,2.0,39.509375,33.947500000000005,33.7,12.172222222222222,78.40416666666667,5.236170212765957,65.62916666666666,6.578571428571429,24.10851063829787,76.22916666666667,28.505882352941175,83.4608695652174
West,0.0,30.078125,30.317500000000003,36.670967741935485,10.366666666666667,82.53333333333333,5.136170212765958,62.449999999999996,6.7250000000000005,24.33404255319149,76.08541666666666,35.829166666666666,78.54583333333333
West,1.0,46.853125,43.1725,33.303125,10.830434782608695,68.5625,5.287234042553192,69.21249999999999,6.210416666666667,27.24042553191489,73.0125,29.595454545454547,89.58333333333333
West,2.0,37.003125,35.71,35.04838709677419,10.8,76.87916666666666,5.2893617021276595,65.27916666666667,6.5375000000000005,25.15625,74.84375,32.112500000000004,84.0125
West Virginia,0.0,53.83529411764706,48.80952380952381,47.5875,13.083333333333334,63.215384615384615,7.923076923076923,54.62307692307692,9.358333333333333,35.44615384615385,64.55384615384615,44.166666666666664,86.51666666666667
West Virginia,1.0,61.29375,55.915,39.64375,11.208333333333334,46.23333333333333,6.858333333333333,69.55833333333334,7.970833333333334,33.55833333333333,66.44166666666666,30.933333333333334,93.49166666666667
West Virginia,2.0,57.15,51.62083333333334,44.15294117647059,12.191666666666668,54.86666666666667,7.279310344827586,60.20666666666667,8.761538461538462,34.39333333333333,65.60666666666667,38.4,90.39999999999999
Wisconsin,0.0,37.39,28.116,28.08125,11.108333333333334,80.275,5.228571428571429,66.68125,6.096,20.67,79.55483870967741,26.958333333333332,82.64615384615385
Wisconsin,1.0,52.660000000000004,38.641666666666666,27.58823529411765,8.408333333333333,67.65,5.062962962962962,73.02666666666667,5.2875000000000005,23.314285714285713,76.67333333333333,23.33076923076923,92.03999999999999
Wisconsin,2.0,44.40833333333333,34.34827586206897,30.3,9.866666666666667,72.5,5.276666666666667,68.02105263157895,6.577419354838709,23.459375,75.8162162162162,29.026666666666664,89.04375
Wyoming,0.0,34.8421052631579,29.68,30.9375,9.266666666666667,79.49333333333334,4.871428571428572,67.14,6.195833333333333,20.520689655172415,79.4793103448276,26.675,79.89166666666667
Wyoming,1.0,46.72941176470588,43.37619047619047,28.68125,10.291666666666666,67.83846153846153,4.808333333333334,76.3076923076923,6.2250000000000005,21.752,78.248,19.724999999999998,89.73333333333333
Wyoming,2.0,39.38,36.14,29.650000000000002,9.75,73.99333333333334,4.953333333333333,70.94666666666667,6.266666666666667,21.94,78.06,23.041666666666668,84.92307692307692
